base_id,condition,label,hop_depth,error_type,peak_entropy,mean_entropy,early_entropy,min_confidence,mean_vocab_gap,logprob_uncertainty,hedged,hedge_count,overconfident,overconf_count,verbalized_conf,is_absurd,final_correct_clean,final_correct_error,final_degraded,prompt_len,n_tokens_gen,generated_text
planning_budget_0002,clean,0,4,,0.267578125,0.030267275869846344,0.030267275869846344,0.92578125,0.9863363814074546,0.007196836286667586,False,0,False,0,,False,False,False,False,127,14,"Thinking Process:

1.  **Analyze the Request:**
"
planning_budget_0002,error_standard,1,4,constraint_violation,0.267578125,0.030267275869846344,0.030267275869846344,0.92578125,0.9863363814074546,0.007196836286667586,False,0,False,0,,False,False,False,False,127,14,"Thinking Process:

1.  **Analyze the Request:**
"
planning_budget_0002,error_verbalized,1,4,constraint_violation,0.5859375,0.09000688471964427,0.09000688471964427,0.73046875,0.9359200045333377,0.03748251411433951,False,0,False,0,,False,False,False,False,194,14,"Thinking Process:

1.  **Analyze the Request:**
"
2hop_fractions_0039,clean,0,2,,0.69140625,0.05419350096157619,0.05419350096157619,0.5,0.9276017285883427,0.050069641371586995,False,0,False,0,,False,False,False,False,109,14,"Thinking Process:

1.  **Analyze the Request:**
"
2hop_fractions_0039,error_standard,1,2,wrong_percentage_base,0.5078125,0.043120737586702616,0.043120737586702616,0.796875,0.9698973908421716,0.016778616292597998,False,0,False,0,,False,False,False,False,111,14,"Thinking Process:

1.  **Analyze the Request:**
"
2hop_fractions_0039,error_verbalized,1,2,wrong_percentage_base,0.69140625,0.07247149092810494,0.07247149092810494,0.5,0.9222692549228668,0.053793311368570365,False,0,False,0,,False,False,False,False,178,14,"Thinking Process:

1.  **Analyze the Request:**
"
2hop_fractions_0032,clean,0,2,,0.69140625,0.056445154760565074,0.056445154760565074,0.5,0.9271395799504327,0.05035030409586482,False,0,False,0,,False,False,False,False,106,14,"Thinking Process:

1.  **Analyze the Request:**
"
2hop_fractions_0032,error_standard,1,2,wrong_unit,0.53125,0.04682164905326707,0.04682164905326707,0.77734375,0.9662692215227123,0.019112462487732046,False,0,False,0,,False,False,False,False,108,14,"Thinking Process:

1.  **Analyze the Request:**
"
2hop_fractions_0032,error_verbalized,1,2,wrong_unit,0.69140625,0.06820995147739138,0.06820995147739138,0.5,0.923838986516265,0.05261806826119198,False,0,False,0,,False,False,False,False,175,14,"Thinking Process:

1.  **Analyze the Request:**
"
3hop_multi_stage_geometry_0006,clean,0,3,,1.75,0.3958458556014983,0.08269743174314499,0.3671875,0.7640290474404626,0.18330808100601287,False,0,False,0,,False,False,False,False,132,61,"Thinking Process:

1.  **Analyze the Request:** The user is presenting a multi-step math problem. They have provided ""Step 1"" (Question and Answer) and now are asking for ""Step 2"". The goal is to continue the reasoning process to solve the original problem.

"
3hop_multi_stage_geometry_0006,error_standard,1,3,wrong_operator,0.60546875,0.04946915033672537,0.04946915033672537,0.70703125,0.9565267325961031,0.02560267785684992,False,0,False,0,,False,False,False,False,130,14,"Thinking Process:

1.  **Analyze the Request:**
"
3hop_multi_stage_geometry_0006,error_verbalized,1,3,wrong_operator,1.546875,0.3303809561939151,0.07512719407677651,0.314453125,0.7823913377080182,0.17304600807867734,False,0,False,0,,False,False,False,False,197,108,"Thinking Process:

1.  **Analyze the Request:** The user is presenting a multi-step math problem. I need to solve Step 2 based on the context provided in Step 1 (even though Step 1's answer was incorrect, I need to address the current step logically based on the problem statement). The user asks for the area already covered by the 21 existing tiles. I also need to output my confidence in the format `Confidence: N/10` on its own line after the answer.

"
4hop_multi_stage_allocation_0017,clean,0,4,,1.859375,0.28194091959467416,0.06921003460884094,0.228515625,0.8295504425599275,0.14353344129855938,False,0,False,0,,False,False,False,False,145,79,"Thinking Process:

1.  **Analyze the Request:** The user is presenting a multi-step math problem (Step 1, Step 2, etc.) and wants me to continue the process. Specifically, they are asking for the result of Step 2: ""How much remains after spending 30% of the remainder on equipment?"" based on the previous step's result.

"
4hop_multi_stage_allocation_0017,error_standard,1,4,wrong_unit,0.6484375,0.05114622626985822,0.05114622626985822,0.65234375,0.9491364876739681,0.031073343537416663,False,0,False,0,,False,False,False,False,144,14,"Thinking Process:

1.  **Analyze the Request:**
"
